BMIR:RADSAV_0000052		TRUE		
BMIR:RADSAV_0000003	BMIR:RADSAV_0000052	TRUE	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16423	
BMIR:RADSAV_0000093	BMIR:RADSAV_0000003	FALSE	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C18908	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16268
BMIR:RADSAV_0000023	BMIR:RADSAV_0000003	FALSE	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16423	
BMIR:RADSAV_0000001	BMIR:RADSAV_0000003	FALSE	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17600	
BMIR:RADSAV_0000049	BMIR:RADSAV_0000052	FALSE		
BMIR:RADSAV_0000056	BMIR:RADSAV_0000052	TRUE	http://purl.bioontology.org/ontology/MESH/D000091202	
BMIR:RADSAV_0000002	BMIR:RADSAV_0000056	FALSE	http://purl.bioontology.org/ontology/MESH/D001741	
BMIR:RADSAV_0000008	BMIR:RADSAV_0000056	TRUE	http://purl.bioontology.org/ontology/MESH/D000094202	
BMIR:RADSAV_0000007	BMIR:RADSAV_0000008	FALSE	http://purl.bioontology.org/ontology/MESH/D001213	
BMIR:RADSAV_0000089	BMIR:RADSAV_0000008	FALSE	http://purl.bioontology.org/ontology/MESH/D044468	
BMIR:RADSAV_0000057	BMIR:RADSAV_0000056	FALSE	http://purl.bioontology.org/ontology/MESH/D006630	
BMIR:RADSAV_0000115	BMIR:RADSAV_0000056	FALSE	http://purl.bioontology.org/ontology/MESH/D000072339	
BMIR:RADSAV_0000126	BMIR:RADSAV_0000056	FALSE	http://purl.bioontology.org/ontology/MESH/D035862	
BMIR:RADSAV_0000058	BMIR:RADSAV_0000126	FALSE	http://purl.bioontology.org/ontology/MESH/D006703	
BMIR:RADSAV_0000060	BMIR:RADSAV_0000126	FALSE	http://purl.bioontology.org/ontology/MESH/D054242	
BMIR:RADSAV_0000063	BMIR:RADSAV_0000126	FALSE	http://purl.bioontology.org/ontology/MESH/D011329	
BMIR:RADSAV_0000075	BMIR:RADSAV_0000126	FALSE	http://purl.bioontology.org/ontology/MESH/D000092886	
BMIR:RADSAV_0000109	BMIR:RADSAV_0000126	FALSE	http://purl.bioontology.org/ontology/MESH/D012424	
BMIR:RADSAV_0000110	BMIR:RADSAV_0000052	FALSE	http://purl.bioontology.org/ontology/MESH/D000071195	
BMIR:RADSAV_0000133	BMIR:RADSAV_0000052	TRUE		
BMIR:RADSAV_0000039	BMIR:RADSAV_0000133	FALSE		
BMIR:RADSAV_0000069	BMIR:RADSAV_0000133	FALSE		
BMIR:RADSAV_0000097	BMIR:RADSAV_0000133	FALSE		
BMIR:RADSAV_0000101	BMIR:RADSAV_0000133	FALSE	http://purl.bioontology.org/ontology/MESH/D037841	
BMIR:RADSAV_0000029		TRUE	http://purl.bioontology.org/ontology/MESH/D003625	
BMIR:RADSAV_0000012	BMIR:RADSAV_0000029	FALSE	http://purl.bioontology.org/ontology/MESH/D000097849	
BMIR:RADSAV_0000019	BMIR:RADSAV_0000029	TRUE	http://purl.bioontology.org/ontology/MESH/D000086742	
BMIR:RADSAV_0000004	BMIR:RADSAV_0000019	FALSE	http://purl.bioontology.org/ontology/MESH/D000087124	
BMIR:RADSAV_0000005	BMIR:RADSAV_0000019	FALSE	http://purl.bioontology.org/ontology/MESH/D000087124	
BMIR:RADSAV_0000014	BMIR:RADSAV_0000019	FALSE		
BMIR:RADSAV_0000022	BMIR:RADSAV_0000019	FALSE		
BMIR:RADSAV_0000043	BMIR:RADSAV_0000019	FALSE		
BMIR:RADSAV_0000084	BMIR:RADSAV_0000019	FALSE	http://purl.bioontology.org/ontology/MESH/D000087123	
BMIR:RADSAV_0000127	BMIR:RADSAV_0000019	FALSE		
BMIR:RADSAV_0000047	BMIR:RADSAV_0000029	TRUE	http://purl.bioontology.org/ontology/MESH/D004812	
BMIR:RADSAV_0000032	BMIR:RADSAV_0000047	FALSE		
BMIR:RADSAV_0000041	BMIR:RADSAV_0000047	FALSE	http://purl.bioontology.org/ontology/MESH/D012042	
BMIR:RADSAV_0000048	BMIR:RADSAV_0000047	TRUE	http://purl.bioontology.org/ontology/MESH/D062665	
BMIR:RADSAV_0000134	BMIR:RADSAV_0000048	FALSE	http://purl.bioontology.org/ontology/MESH/D000079686	
BMIR:RADSAV_0000072	BMIR:RADSAV_0000047	FALSE	http://purl.bioontology.org/ontology/MESH/D017144	
BMIR:RADSAV_0000123	BMIR:RADSAV_0000047	FALSE	http://purl.bioontology.org/ontology/MESH/D011795	
BMIR:RADSAV_0000107	BMIR:RADSAV_0000047	FALSE	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C165830	
BMIR:RADSAV_0000116	BMIR:RADSAV_0000047	FALSE	http://purl.bioontology.org/ontology/MESH/D000068997	
