BMIR:RADSAV_0000136	BMIR:RADSAV_0000047	FALSE	http://purl.bioontology.org/ontology/MESH/D000076251	
BMIR:RADSAV_0000034		TRUE		
BMIR:RADSAV_0000010	BMIR:RADSAV_0000034	FALSE		
BMIR:RADSAV_0000024	BMIR:RADSAV_0000034	FALSE		
BMIR:RADSAV_0000027	BMIR:RADSAV_0000034	FALSE		
BMIR:RADSAV_0000044	BMIR:RADSAV_0000034	FALSE		
BMIR:RADSAV_0000045	BMIR:RADSAV_0000034	FALSE		
BMIR:RADSAV_0000050	BMIR:RADSAV_0000034	FALSE		
BMIR:RADSAV_0000053	BMIR:RADSAV_0000034	FALSE		
BMIR:RADSAV_0000054	BMIR:RADSAV_0000034	FALSE		
BMIR:RADSAV_0000059	BMIR:RADSAV_0000034	FALSE		
BMIR:RADSAV_0000062	BMIR:RADSAV_0000034	FALSE		
BMIR:RADSAV_0000064	BMIR:RADSAV_0000034	FALSE		
BMIR:RADSAV_0000065	BMIR:RADSAV_0000034	FALSE		
BMIR:RADSAV_0000066	BMIR:RADSAV_0000034	FALSE		
BMIR:RADSAV_0000079	BMIR:RADSAV_0000034	FALSE		
BMIR:RADSAV_0000080	BMIR:RADSAV_0000034	FALSE		
BMIR:RADSAV_0000095	BMIR:RADSAV_0000034	FALSE		
BMIR:RADSAV_0000098	BMIR:RADSAV_0000034	FALSE		
BMIR:RADSAV_0000102	BMIR:RADSAV_0000034	FALSE		
BMIR:RADSAV_0000103	BMIR:RADSAV_0000034	FALSE		
BMIR:RADSAV_0000105	BMIR:RADSAV_0000034	FALSE		
BMIR:RADSAV_0000117	BMIR:RADSAV_0000034	FALSE		
BMIR:RADSAV_0000122	BMIR:RADSAV_0000034	FALSE		
BMIR:RADSAV_0000119		TRUE	http://purl.bioontology.org/ontology/MESH/D052182	
BMIR:RADSAV_0000026	BMIR:RADSAV_0000119	TRUE	http://purl.bioontology.org/ontology/MESH/D000068397	http://purl.bioontology.org/ontology/MESH/D019411
BMIR:RADSAV_0000025	BMIR:RADSAV_0000026	FALSE	http://purl.bioontology.org/ontology/MESH/D005820	
BMIR:RADSAV_0000071	BMIR:RADSAV_0000026	FALSE	http://ontologies.dbmi.pitt.edu/edda/StudyDesigns.owl#clinical_trial	
BMIR:RADSAV_0000092	BMIR:RADSAV_0000026	FALSE	http://purl.bioontology.org/ontology/MESH/D064888	
BMIR:RADSAV_0000046	BMIR:RADSAV_0000119	TRUE	http://purl.bioontology.org/ontology/MESH/D016020	http://purl.bioontology.org/ontology/MESH/D016021
BMIR:RADSAV_0000021	BMIR:RADSAV_0000046	FALSE	http://purl.bioontology.org/ontology/MESH/D016022	
BMIR:RADSAV_0000028	BMIR:RADSAV_0000046	TRUE	http://purl.bioontology.org/ontology/MESH/D015331	
BMIR:RADSAV_0000074	BMIR:RADSAV_0000028	FALSE	http://purl.bioontology.org/ontology/MESH/D008137	
BMIR:RADSAV_0000094	BMIR:RADSAV_0000028	FALSE		
BMIR:RADSAV_0000033	BMIR:RADSAV_0000046	FALSE	http://purl.bioontology.org/ontology/MESH/D003430	
BMIR:RADSAV_0000085	BMIR:RADSAV_0000046	FALSE	http://purl.bioontology.org/ontology/MESH/D017720	
BMIR:RADSAV_0000125	BMIR:RADSAV_0000046	FALSE	http://purl.bioontology.org/ontology/MESH/D065186	
BMIR:RADSAV_0000051	BMIR:RADSAV_0000119	FALSE	http://purl.bioontology.org/ontology/MESH/D018486	
BMIR:RADSAV_0000077	BMIR:RADSAV_0000119	FALSE	http://purl.bioontology.org/ontology/MESH/D057182	
BMIR:RADSAV_0000081	BMIR:RADSAV_0000119	FALSE	http://purl.bioontology.org/ontology/MESH/D056186	
BMIR:RADSAV_0000082	BMIR:RADSAV_0000119	FALSE	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C189156	
BMIR:RADSAV_0000104	BMIR:RADSAV_0000119	FALSE		
BMIR:RADSAV_0000130	BMIR:RADSAV_0000119	TRUE	http://purl.bioontology.org/ontology/MESH/D023361	
BMIR:RADSAV_0000035	BMIR:RADSAV_0000130	FALSE		
BMIR:RADSAV_0000036	BMIR:RADSAV_0000130	FALSE		
BMIR:RADSAV_0000137	BMIR:RADSAV_0000119	FALSE	http://purl.bioontology.org/ontology/MESH/D064593	
BMIR:RADSAV_0000120		TRUE		
BMIR:RADSAV_0000006	BMIR:RADSAV_0000120	FALSE	http://purl.bioontology.org/ontology/MESH/D001185	
BMIR:RADSAV_0000009	BMIR:RADSAV_0000120	TRUE	http://purl.bioontology.org/ontology/MESH/D015438	
BMIR:RADSAV_0000055	BMIR:RADSAV_0000009	FALSE	http://purl.bioontology.org/ontology/MESH/D015438	
BMIR:RADSAV_0000096	BMIR:RADSAV_0000009	FALSE	http://purl.bioontology.org/ontology/MESH/D003657	
BMIR:RADSAV_0000121	BMIR:RADSAV_0000009	FALSE	http://purl.bioontology.org/ontology/MESH/D000084783	
BMIR:RADSAV_0000020	BMIR:RADSAV_0000120	TRUE		
BMIR:RADSAV_0000073	BMIR:RADSAV_0000020	FALSE	http://purl.bioontology.org/ontology/MESH/D000094024	
BMIR:RADSAV_0000087	BMIR:RADSAV_0000020	FALSE		
BMIR:RADSAV_0000088	BMIR:RADSAV_0000020	FALSE	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C172127	
BMIR:RADSAV_0000031	BMIR:RADSAV_0000120	FALSE	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16457	
BMIR:RADSAV_0000061	BMIR:RADSAV_0000120	FALSE	http://purl.bioontology.org/ontology/MESH/D007109	
BMIR:RADSAV_0000067	BMIR:RADSAV_0000120	TRUE	http://purl.bioontology.org/ontology/MESH/D007239	
BMIR:RADSAV_0000018	BMIR:RADSAV_0000067	TRUE	http://purl.bioontology.org/ontology/MESH/D000086382	
BMIR:RADSAV_0000073	BMIR:RADSAV_0000018	FALSE	http://purl.bioontology.org/ontology/MESH/D000094024	
BMIR:RADSAV_0000131	BMIR:RADSAV_0000018	FALSE	http://purl.bioontology.org/ontology/MESH/C000711908	
BMIR:RADSAV_0000108	BMIR:RADSAV_0000067	TRUE	http://purl.bioontology.org/ontology/MESH/D012141	
BMIR:RADSAV_0000068	BMIR:RADSAV_0000108	FALSE	http://purl.bioontology.org/ontology/MESH/D007251	
BMIR:RADSAV_0000070	BMIR:RADSAV_0000120	TRUE	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25218	
BMIR:RADSAV_0000011	BMIR:RADSAV_0000070	TRUE	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C63474	
BMIR:RADSAV_0000030	BMIR:RADSAV_0000011	FALSE	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C147940	
BMIR:RADSAV_0000037	BMIR:RADSAV_0000070	TRUE	http://purl.bioontology.org/ontology/MESH/D019937	
BMIR:RADSAV_0000013	BMIR:RADSAV_0000037	FALSE		
BMIR:RADSAV_0000038	BMIR:RADSAV_0000037	FALSE	http://purl.bioontology.org/ontology/RCTV2/7P1..00	
BMIR:RADSAV_0000040	BMIR:RADSAV_0000037	FALSE		
BMIR:RADSAV_0000076	BMIR:RADSAV_0000037	FALSE		
BMIR:RADSAV_0000083	BMIR:RADSAV_0000037	FALSE		
BMIR:RADSAV_0000090	BMIR:RADSAV_0000037	FALSE	http://purl.bioontology.org/ontology/MESH/D059014	
BMIR:RADSAV_0000091	BMIR:RADSAV_0000037	FALSE		
BMIR:RADSAV_0000099	BMIR:RADSAV_0000037	FALSE		
BMIR:RADSAV_0000106	BMIR:RADSAV_0000037	FALSE		
BMIR:RADSAV_0000111	BMIR:RADSAV_0000037	FALSE		
BMIR:RADSAV_0000112	BMIR:RADSAV_0000037	FALSE		
BMIR:RADSAV_0000113	BMIR:RADSAV_0000037	FALSE	http://purl.bioontology.org/ontology/MESH/D000087124	
BMIR:RADSAV_0000124	BMIR:RADSAV_0000037	FALSE		
BMIR:RADSAV_0000132	BMIR:RADSAV_0000037	FALSE		
BMIR:RADSAV_0000042	BMIR:RADSAV_0000070	TRUE		
BMIR:RADSAV_0000086	BMIR:RADSAV_0000042	FALSE		
BMIR:RADSAV_0000135	BMIR:RADSAV_0000042	FALSE	http://purl.bioontology.org/ontology/MESH/D000079686	
BMIR:RADSAV_0000128	BMIR:RADSAV_0000070	TRUE	http://purl.bioontology.org/ontology/MESH/D014611	
BMIR:RADSAV_0000129	BMIR:RADSAV_0000128	FALSE	http://purl.bioontology.org/ontology/MESH/D000073887	
BMIR:RADSAV_0000078	BMIR:RADSAV_0000120	FALSE	http://purl.bioontology.org/ontology/MESH/D008603	
BMIR:RADSAV_0000100	BMIR:RADSAV_0000120	TRUE	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C53344	
BMIR:RADSAV_0000015	BMIR:RADSAV_0000100	FALSE		
BMIR:RADSAV_0000016	BMIR:RADSAV_0000100	FALSE		
BMIR:RADSAV_0000017	BMIR:RADSAV_0000100	FALSE		
BMIR:RADSAV_0000114	BMIR:RADSAV_0000100	FALSE	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C173770	
BMIR:RADSAV_0000118	BMIR:RADSAV_0000120	FALSE	http://purl.bioontology.org/ontology/MESH/D064890	
